"Neal McNeil III, Robert L. Meyer, Ryan Clive-Smith","LPL Financial","Morgan Stanley Wealth Management","$300","03-12-2012"
"Joseph Wirbick, Michael Zimmerman, Patrick Cloonan","J.W. Cole Financial","First Liberties Financial","$100","03-09-2012"
"Larry Schnaid","UBS Financial Services","RBC Wealth Management","$0","03-08-2012"
"James 'Brad' Cross, Brad Vannelli","UBS Financial Services","Bank of America Merrill Lynch","$0","03-08-2012"
"David Ford","Securities America","Investment Centers of America","$70","03-07-2012"
"Tom Gahler, Gary Gahler","Securities America","Investment Centers of America","$65","03-07-2012"
"Devin Condron","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$830","03-06-2012"
"Howard Sparkman","Wunderlich Securities","Morgan Keegan","$115","03-05-2012"
"Kenneth Hoffman, Richard Steinberg, Jordan Waxman","Hightower Advisors","Bank of America Merrill Lynch","$1,400","03-04-2012"
"Kelly Henne","LaSalle St. Securities","Morgan Stanley Wealth Management","$52","03-02-2012"
"Jennifer Suleman","Wells Fargo Advisors","Morgan Stanley Wealth Management","$300","03-02-2012"
"Randy Keeth","Wells Fargo Advisors","Raymond James","$200","03-02-2012"
"John Marshall, Lynn Goldney, Dan Sickles, Sean Goldney","Financial Network Investment","LPL Financial","$150","03-01-2012"
"Lee Vaughan, John Connelly","Raymond James","Bank of America Merrill Lynch","$125","02-29-2012"
"Harry Wall, Marc Young, Timothy A. Campisano, Brent A. Carlton","Raymond James","Bank of America Merrill Lynch","$853","02-28-2012"
"James Hausberg","Hightower Advisors","The Presidio Group","$400","02-27-2012"
"Leo J. Kelly III, Brian Grumbach","Hightower Advisors","Bank of America Merrill Lynch","$700","02-27-2012"
"Peter Sargent","Janney Montgomery Scott","Bank of America Merrill Lynch","$250","02-27-2012"
"The Great Plains Financial Group","Securities America","Investment Centers of America","$350","02-24-2012"
"Jeffrey Grange, Jeffrey Hollis","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$227","02-23-2012"
"Brad Rude","Morgan Stanley Wealth Management","Wells Fargo Advisors","$129","02-23-2012"
"George Feneis, Paul C. Granito","RBC Wealth Management","Morgan Stanley Wealth Management","$350","02-22-2012"
"Jon Arnold","Investacorp","SagePoint Financial","$60","02-21-2012"
"Sam Kiefer","Risk Paradigm Group ","UBS Financial Services","$0","02-21-2012"
"Aaron Wolson","Ameriprise Financial","Wells Fargo Advisors","$52","02-17-2012"
"Joseph O'Keefe","Ameriprise Financial","Morgan Stanley Wealth Management","$64","02-17-2012"
"Michael Greer","Wells Fargo Advisors","Bank of America Merrill Lynch","$183","02-17-2012"
"Terrance Feeney","Wells Fargo Advisors","Morgan Stanley Wealth Management","$111","02-17-2012"
"Thomas Bird, Kenneth Barkman","Wells Fargo Advisors","Morgan Stanley Wealth Management","$250","02-17-2012"
"Robert Brien, Michael "Chip" Kazacos, Keith Baier, Christopher LaFountain","Wells Fargo Advisors","Morgan Stanley Wealth Management","$320","02-17-2012"
"Ronald Winski","Wells Fargo Advisors","Bank of America Merrill Lynch","$106","02-17-2012"
"Kelly Caves","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$0","02-15-2012"
"Lou Popielarcheck, Jr., Kristen Yablonsky, Michael T. Jordan","Morgan Stanley Wealth Management","Wells Fargo Advisors","$135","02-14-2012"
"Brian McCarren","Ameriprise Financial","Janney Montgomery Scott","$114","02-13-2012"
"Roger Molatore","RBC Wealth Management","Morgan Stanley Wealth Management","$122","02-10-2012"
"Paul Dietrich","Washington Wealth Management","Foxhall Capital","$75","02-09-2012"
"John Beirne Jr., John-Oliver Beirne, Jim Betzig, Eric Passeri","Focus Financial Partners","Bank of America Merrill Lynch","$2,000","02-08-2012"
"Steve Eubanks, Michael Lappin","UBS Financial Services","Bank of America Merrill Lynch","$750","02-07-2012"
"Larry King","Dynasty Financial Partners","Morgan Stanley Wealth Management","$1,200","02-06-2012"
"David Shorr","UBS Financial Services","Morgan Stanley Wealth Management","$355","02-06-2012"
"Dong Choi","Ameriprise Financial","Morgan Stanley Wealth Management","$55","02-03-2012"
"Herbert Allen, III","Summit Brokerage Services","J.W. Cole Financial","$100","02-03-2012"
"Tom Goodson","SagePoint Financial","Securities America","$200","02-02-2012"
"Baldwin, Naples, Associates","UBS Financial Services","Bank of America Merrill Lynch","$470","01-27-2012"
"Philip Ressa, Justin Cho","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$330","01-26-2012"
"John Napolitano, George Clarke, Thomas Morrone, Michael Alexander, Max Kolbrenner, Gary Oman, Timothy McCarthy, Michael Velazquez","LPL Financial","Lincoln Financial","$200","01-25-2012"
"Matthew Montini","Wells Fargo Advisors","UBS Financial Services","$220","01-24-2012"
"Avery Wilkins, Michael Cox","Wells Fargo Advisors","Morgan Stanley Wealth Management","$84","01-24-2012"
"Christopher Zich, Kenneth Fruehauf, Thomas Buhl, Keeland Howe","Wells Fargo Advisors","UBS Financial Services","$424","01-24-2012"
"James Pupillo","Hightower Advisors","Graystone Consulting","$2,500","01-23-2012"
"Patrick Lowe","Wells Fargo Advisors","Bank of America Merrill Lynch","$140","01-21-2012"
"Charles Blatz","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","01-17-2012"
"John Harris","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","01-17-2012"
"Quinten E. (Bret) Spivey, Janet M. Bone, Troy D. Cox, R. Todd Stone, Jeffrey J. Luechtefeld, Brent A. Wilhelm","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","01-16-2012"
"David Boersig","Ameriprise Financial","UBS Financial Services","$0","01-13-2012"
"Keith Patterson, Frank Richardson","Investacorp","Geneos Wealth Management","$60","01-13-2012"
"Shawn Shafer, James Forsyth, Steven Miller","UBS Financial Services","Morgan Stanley Wealth Management","$0","01-12-2012"
"Don Gill, William LaRosa","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$470","01-11-2012"
"Clovis Martin, Edward Jordan, Antonio Almaraz","Morgan Stanley Wealth Management","Wells Fargo Advisors","$200","01-11-2012"
"Robert Reuben","Morgan Stanley Wealth Management","Oppenheimer","$104","01-11-2012"
"Jason Haberman, Robert Brevetti, William Collins","Morgan Stanley Wealth Management","UBS Financial Services","$0","01-10-2012"
"Scott Fortney, Grant Fortney","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$885","01-10-2012"
"James A. Schmidt, Bernice "Bernie" Murff","Raymond James","Wells Fargo Advisors","$90","01-05-2012"
"Christopher Hagen, Daniel Sloan","LPL Financial","Morgan Keegan","$180","01-04-2012"
"Richard L. LeBaron, Jon P. LeBaron","Harbour Investments","Axa Advisors","$300","12-30-2011"
"Arthur Finkelberg, Butch McKenzie, Jr,","Raymond James","Wells Fargo Advisors","$393","12-27-2011"
"Albert Green","Raymond James","UBS Financial Services","$150","12-27-2011"
"Brian P. Kinney, Nancy Hughes Coe, Robert Coe, Bonnie Boyd","Williams Financial Group","Morgan Stanley Wealth Management","$155","12-21-2011"
"Robert Krebs, Brian Pennell, Jennifer Duffy, Sandra Peters","Raymond James","Bank of America Merrill Lynch","$250","12-20-2011"
"Luis Alayo, Miguel Rodriguez","Raymond James","Morgan Stanley Wealth Management","$72","12-19-2011"
"Pedro Harth-Silva","Raymond James","UBS Financial Services","$105","12-19-2011"
"Alex Kine","Prospera Financial Services","Huntington Investments","$80","12-16-2011"
"Chris Wallace, Sarah Ehrlich","Morgan Stanley Wealth Management","Morgan Keegan","$0","12-15-2011"
"Neil E. Grant, Luke Halliday","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$343","12-14-2011"
"Peter Waldron","UBS Financial Services","Morgan Stanley Wealth Management","$59","12-14-2011"
"Thomas Pacilio, Daniel Besse, Brian Fink","Washington Wealth Management","Morgan Stanley Wealth Management","$145","12-13-2011"
"Scott Woodring","Girard Securities","LPL Financial","$60","12-12-2011"
"Barry Mitchell","UBS Financial Services","Bank of America Merrill Lynch","$290","12-09-2011"
"Richard Ranieri, David Roberts, Michael Rosenberg, Tonia Dillon","Wells Fargo Advisors","Morgan Stanley Wealth Management","$545","12-07-2011"
"Mario Afram, Carl Ekroth, Harish Jashnani","UBS Financial Services","Morgan Stanley Wealth Management","$250","12-06-2011"
"Daniel J. Cairns, John C. Kay","Robert W. Baird & Co.","Wells Fargo Advisors","$100","12-05-2011"
"Kennedy Crossnan, William Brancucci","Royal Alliance","MetLife Securities","$100","12-02-2011"
"David Ortiz & German Ramirez","Investacorp","National Planning","$60","12-01-2011"
"Timothy McKenna, Brian L. Smith, Timothy J. McKenna Jr., Bryan Laverman","LPL Financial","Proequities","$155","12-01-2011"
"Sherod Waite, Kris Pelster, Garro Ellis, Paul Anderson, David Anderson","SCF Securities","brokersXpress","$100","12-01-2011"
"Paul Zirakian, Lance Powers, Nan Bonfield, Brenda D'Arville, Albert Ray","Raymond James","Morgan Stanley Wealth Management","$150","11-30-2011"
"John M. Fagan","Raymond James","Wells Fargo Advisors","$206","11-29-2011"
"Anton Bayer","LPL Financial","Securities America","$115","11-28-2011"
"Steven Jung, Timothy Lysaght, Patrick Lysaght,","LPL Financial","Morgan Keegan","$185","11-28-2011"
"Gary Deese","LPL Financial","Edward Jones","$92","11-28-2011"
"Floyd Gilbert Bickel","Wells Fargo Advisors","Morgan Stanley Wealth Management","$129","11-23-2011"
"Marc Walters, Todd Austin, Sean Weber","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$450","11-22-2011"
"John Alex, Jose Pietri, Thomas Laughlin","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$200","11-22-2011"
"Philip Noble","Morgan Stanley Wealth Management","LPL Financial","$116","11-22-2011"
"Joseph Neuhaus, Karen Jankowski","Morgan Stanley Wealth Management","RBC Wealth Management","$284","11-22-2011"
"Chad A. Steinbach","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","11-21-2011"
"Craig Russ, Robert Furciato","Ameriprise Financial","Bank of America Merrill Lynch","$83","11-17-2011"
"Roy Williams, Steve Linden","Triad Advisors","LPL Financial","$550","11-16-2011"
"Nancy Bernstein, Greg Rosen","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$157","11-15-2011"
"Mark Donohue","Morgan Stanley Wealth Management","RBC Wealth Management","$700","11-15-2011"
"Bryan Jones, James Woods","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$210","11-15-2011"
"T. Gregory Naples, Chris Naple","Morgan Stanley Wealth Management","UBS Financial Services","$100","11-15-2011"
"Chad Willardson, Jake Schroeder, Katie Lemon","Pacific Capital","Bank of America Merrill Lynch","$300","11-15-2011"
"Dave Kohlhaas, Brad Christiansen, Kristin Rognerud","Raymond James","UBS Financial Services","$200","11-14-2011"
"Britt Doyle","Sanctuary Wealth Services","UBS Financial Services","$250","11-11-2011"
"Zoran Vaz","Wells Fargo Advisors","David Lerner Associates","$111","11-10-2011"
"Allan Raub","Ameriprise Financial","VSR Financial Services","$105","11-09-2011"
"Donna Bobbs, Jason Dugan","Raymond James","Morgan Stanley Wealth Management","$155","11-09-2011"
"Ajay Desai, John Staab, Frank Pellicori","UBS Financial Services","Morgan Stanley Wealth Management","$1,700","11-08-2011"
"William Bugdon","Investacorp","Next Financial","$50","11-07-2011"
"Brad Nettune","Morgan Stanley Wealth Management","UBS Financial Services","$500","11-03-2011"
"Mark D. Rosenberg, Fred Weingart, Tina-Marie Bryant, Roberta Berman","Morgan Stanley Wealth Management","UBS Financial Services","$152","11-03-2011"
"Gregory Smith, Philip Stevens, Jeffery Price","Wells Fargo Advisors","Morgan Stanley Wealth Management","$105","11-01-2011"
"Bruce Lee, Jim Hoesley","Bank of America Merrill Lynch","Credit Suisse Wealth Services","$1,200","10-31-2011"
"Peter Ferrante","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","10-28-2011"
"Philip Holbert","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$100","10-28-2011"
"Leonard Kinsman","Bank of America Merrill Lynch","Wells Fargo Advisors","$113","10-26-2011"
"Jeffrey Dinkins, William McGrath, Peter Ianace, Rohit Mehrotra, Jason Jaynes","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$478","10-26-2011"
"Harvey Kadden, Mihir Patel, Randy Knopp, Tim Baker, Chris Barber","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$1,000","10-26-2011"
"Michael Short","Raymond James","Wells Fargo Advisors","$216","10-25-2011"
"David L. Louthan","Robert W. Baird & Co.","Wedbush Securities","$80","10-21-2011"
"Tom Shipley","Robert W. Baird & Co.","Wedbush Securities","$135","10-21-2011"
"Bruce McGaugh","Ameriprise Financial","RBC Wealth Management","$100","10-20-2011"
"Frank Rapini, Curt Simonsen","Investacorp","Hornor Townsend & Kent","$100","10-20-2011"
"Summit Financial","Commonwealth Financial Network","Ogilvie Security Advisors","$1,200","10-19-2011"
"Robert Iorii, Sr., Robert Iorii, Jr.","Wells Fargo Advisors","UBS Financial Services","$150","10-18-2011"
"Joseph Jaworski","Wells Fargo Advisors","Morgan Stanley Wealth Management","$152","10-18-2011"
"Harry Himes","Oppenheimer","Boenning & Scattergood","$0","10-17-2011"
"Gary Pattengale","Balasa Dinverno Foltz","Leavitt Capital Management","$181","10-14-2011"
"Sheila Spicehandler","Ameriprise Financial","Morgan Stanley Wealth Management","$200","10-13-2011"
"Terry Wells","Triad Advisors","LPL Financial","$111","10-11-2011"
"Jim Weil, Craig Richart, Jeff Toner,, Steve Merdinger","Pershing","Raymond James","$550","10-06-2011"
"Alexander S. Cushner","Robert W. Baird & Co.","Credit Suisse Wealth Services","$300","10-05-2011"
"Russell P. Huebschle","Robert W. Baird & Co.","Credit Suisse Wealth Services","$140","10-05-2011"
"The Anderson Group","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$274","10-04-2011"
"The Gift Hamilton Team","Morgan Stanley Wealth Management","RBC Wealth Management","$259","10-04-2011"
"Nilos T. Sakellariou","Arete Wealth Management","Glen Eagle Advisors","$100","10-03-2011"
"Cheryl Peschke","Raymond James","Morgan Stanley Wealth Management","$92","10-03-2011"
"Ian James","Summit Brokerage Services","Raymond James","$65","10-03-2011"
"Carl Choy, Lynne Kinney, Ronald Wo","Financial Advisers of America","Bank of America Merrill Lynch","$900","09-30-2011"
"George P. Fraser, Frederic W. Amberg, Troy W. Haugen","LPL Financial","Morgan Stanley Wealth Management","$300","09-28-2011"
"James Watts","Bank of America Merrill Lynch","Wells Fargo Advisors","$216","09-27-2011"
"Michael Cirullo","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$143","09-27-2011"
"Scott Brownell, Neal Burgess","Bank of America Merrill Lynch","Wells Fargo Advisors","$174","09-27-2011"
"Lawrence Durso, Kris Frazier","Morgan Stanley Wealth Management","Wells Fargo Advisors","$280","09-26-2011"
"Malissa (Libby) Romack, Kathleen Duncan","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","09-22-2011"
"David Drucker","Aegis Capital","Oppenheimer","$0","09-20-2011"
"Jeff Leventhal, Evan Nowack","Hightower Advisors","UBS Financial Services","$400","09-19-2011"
"Ron Purvines","Investors Capital","National Planning","$200","09-19-2011"
"Brad Zapp, Mike Maisel, Paul Sartori, Trent Lucas","Triad Advisors","National Financial Partners","$400","09-19-2011"
"Michael Fayed","Summit Brokerage Services","Capital Guardian Wealth Management","$93","09-16-2011"
"Matthew A. Glatz, Kevin Sletten, Adam Hawks, Keith Yoder","Raymond James","Robert W. Baird & Co.","$369","09-15-2011"
"Gordon H. Porter, Louis J. Leyes","Cambridge Investment Research","Securities America","$83","09-14-2011"
"Jonathan Lake","Morgan Stanley Wealth Management","RBC Wealth Management","$0","09-13-2011"
"Edward Cook, Robert Hall","Morgan Stanley Wealth Management","UBS Financial Services","$0","09-13-2011"
"Nick Abdy, Jonathan Mitchell","UBS Financial Services","Wells Fargo Advisors","$308","09-13-2011"
"Bill Hurt, Titus Harris","U.S. Capital Advisors","Sanders Morris Harris","$350","09-12-2011"
"Brandon Hunt","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$91","09-08-2011"
"William Bullock, Gayle Bullock","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$231","09-08-2011"
"Jack Wong, Darryl Ng","Morgan Stanley Wealth Management","Wells Fargo Advisors","$289","09-07-2011"
"Judy Keng, Sue Teng","Morgan Stanley Wealth Management","Wells Fargo Advisors","$162","09-07-2011"
"Shao Te","Morgan Stanley Wealth Management","Wells Fargo Advisors","$105","09-07-2011"
"Eric Peterson","Commonwealth Financial Network","Securities America","$75","09-06-2011"
"Chuck Olsen","Commonwealth Financial Network","Securities America","$250","09-06-2011"
"Brian Fischer","Commonwealth Financial Network","Securities America","$400","09-06-2011"
"Matthew Wallace, Melanie Regner, George Wallace III","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$220","09-05-2011"
"Dominic Capuano, Timothy M. Butler","Robert W. Baird & Co.","Charles Schwab","$600","09-01-2011"
"Richard Nigro","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$82","09-01-2011"
"Peter Sagorski","J.W. Cole Financial","LPL Financial","$60","08-31-2011"
"Clark Robert "Rob" Nye","Robert W. Baird & Co.","Seattle Northwest Securities","$220","08-31-2011"
"Bob Iglehart, Gabriel Aguirre, Ryan Wilson,, Courtney Hershberger","RBC Wealth Management","Bank of America Merrill Lynch","$280","08-26-2011"
"Michael Parziale, Daniel Morilak","Morgan Stanley Wealth Management","Wells Fargo Advisors","$175","08-25-2011"
"Brian Zalewski","UBS Financial Services","Morgan Stanley Wealth Management","$110","08-25-2011"
"Adam Gurien","Bank of America Merrill Lynch","Wells Fargo Advisors","$283","08-23-2011"
"Troy H. LeBlanc","Raymond James","UBS Financial Services","$110","08-19-2011"
"Margaret M. Towle","Hightower Advisors","Greycourt","$1,000","08-18-2011"
"Robert Brooks, Wyatt Brooks","Raymond James","Bank of America Merrill Lynch","$114","08-17-2011"
"David Brenner","SCF Securities","LPL Financial","$50","08-16-2011"
"Fred Wheeler, Jan Bayle, Alex Wheeler, Barbara Campbell, Jery Mariani","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$250","08-15-2011"
"Frederick Schultz, Lloyd Seested, David Andreadis, Richard Haskin, Eric Teichberg, Karen Ben-Shlaush","UBS Financial Services","Morgan Stanley Wealth Management","$659","08-11-2011"
"Bobby White","LPL Financial","Securities America","$0","08-10-2011"
"Donald Patrick","LPL Financial","Securities America","$0","08-10-2011"
"Dennis Dougherty, Bryan White","UBS Financial Services","Wells Fargo Advisors","$120","08-10-2011"
"Alan Lindsay","SCF Securities","Morgan Stanley Wealth Management","$125","08-05-2011"
"Margaret Lech-Loubet","UBS Financial Services","Bank of America Merrill Lynch","$542","08-04-2011"
"Davis De Montluzin, Michael Melnyk, Carolyn Smith","UBS Financial Services","Bank of America Merrill Lynch","$258","08-04-2011"
"Daniel Murphy","Wells Fargo Advisors","UBS Financial Services","$301","08-02-2011"
"Gregory Wright","Wells Fargo Advisors","UBS Financial Services","$136","08-02-2011"
"Neil Weissman, Ronald Eppler","Wells Fargo Advisors","Telemus Investment Brokers","$131","08-02-2011"
"Paul A. Pagnato, David W. Karp","Hightower Advisors","Bank of America Merrill Lynch","$1,300","08-01-2011"
"Howard Leon, Anthony Mazzo","UBS Financial Services","Oppenheimer","$100","07-28-2011"
"Ward Petty","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$225","07-26-2011"
"Thomas A. Seiler, Patrick M. Seiler","Raymond James","Morgan Stanley Wealth Management","$500","07-26-2011"
"Thomas J. Hine","Commonwealth Financial Network","Securities America","$120","07-25-2011"
"Richard Tonkinson","Commonwealth Financial Network","Securities America","$200","07-25-2011"
"John L. Smallwood","Commonwealth Financial Network","Securities America","$100","07-25-2011"
"Bernard Orbach, Erik Vatter, Matthew Groff","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$226","07-20-2011"
"John Burns, William Liebowitz, Peter Krones, John Forgatch","Bank of America Merrill Lynch","UBS Financial Services","$277","07-18-2011"
"John Verfurth, Richard Weeks, Jeff Grinspoon","Hightower Advisors","Morgan Stanley Wealth Management","$700","07-13-2011"
"Mario Livecchi","Investacorp","Wells Fargo Advisors","$68","07-13-2011"
"Stanley Crouch, Victor Saul","Aegis Capital","Herbert J. Sims & Co.","$250","07-11-2011"
"James Wolslager III","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$71","07-07-2011"
"David Massey","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$1,000","07-05-2011"
"Matthew Meyer, Christian Stout","UBS Financial Services","Morgan Stanley Wealth Management","$133","07-04-2011"
"Tony Murphy, Lewis Matthews","Bank of America Merrill Lynch","Wells Fargo Advisors","$342","07-01-2011"
"Michael Borza","Bank of America Merrill Lynch","UBS Financial Services","$174","07-01-2011"
"Ron Purvines","Investors Capital","National Planning","$200","07-01-2011"
"Brendan R. Lewis","Wells Fargo Advisors","Edward Jones","$70","06-24-2011"
"Div Telwala","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$80","06-20-2011"
"Charles Stoner, Eileen Stoner","UBS Financial Services","Morgan Stanley Wealth Management","$300","06-17-2011"
"Robert Batick, Jr.","Westport Capital Markets","RBC Wealth Management","$80","06-17-2011"
"Willie Howard","Investacorp","Edward Jones","$50","06-16-2011"
"David Schwarz, Matthew Bruner","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$100","06-16-2011"
"Peter Chen","Morgan Stanley Wealth Management","Charles Schwab","$170","06-14-2011"
"Arturo Perret-Gentil","Morgan Stanley Wealth Management","UBS Financial Services","$107","06-14-2011"
"Esteban Formoso","Morgan Stanley Wealth Management","UBS Financial Services","$83","06-14-2011"
"Christopher Bollenbach","Bank of America Merrill Lynch","UBS Financial Services","$117","06-13-2011"
"Robert C. Batick, Jr","Westport Capital Markets","RBC Wealth Management","$80","06-13-2011"
"John Fitzgibbons, Joyce Linker, Kate LeClair","Robert W. Baird & Co.","ThinkEquity","$300","06-08-2011"
"Matt Burton, John Cate","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$348","06-07-2011"
"Tom Ulrich, Nick Bryan","UBS Financial Services","Bank of America Merrill Lynch","$260","06-03-2011"
"Patrick Barrett","Fusion Advisor Network","LPL Financial","$57","06-02-2011"
"Mark Battalini","Prospera Financial Services","RBC Wealth Management","$105","06-01-2011"
"Mary Howard, William Perry","Robert W. Baird & Co.","Wells Fargo Advisors","$70","06-01-2011"
"William F. Blanke, Robert L. Schein, J. Michael Shields","Hightower Advisors","Morgan Stanley Wealth Management","$300","05-31-2011"
"Jerry Klusener","Prospera Financial Services","UMB Financial Services","$70","05-31-2011"
"Melissa Proffitt","Summit Brokerage Services","Commerce Brokerage","$50","05-26-2011"
"Bill Krebs, Charles Betts","Raymond James","Bank of America Merrill Lynch","$195","05-24-2011"
"David Scharff, Colin Kowalski, Gary Vance","UBS Financial Services","Morgan Stanley Wealth Management","$184","05-23-2011"
"John Diemer","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$110","05-20-2011"
"John Kaddis, John F. Kennedy, Christine L. Berry","Raymond James","UBS Financial Services","$130","05-19-2011"
"Michael Winn, David James","UBS Financial Services","Oppenheimer","$421","05-19-2011"
"Shawn Liebel, Kevin Forney","Morgan Stanley Wealth Management","UBS Financial Services","$211","05-17-2011"
"Robert Coloret, Mark Delmar","Morgan Stanley Wealth Management","Ameriprise Financial","$107","05-16-2011"
"Jim Ritchay Jr.","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$100","05-13-2011"
"Bret Petersen, Darrel Swienton","UBS Financial Services","Morgan Stanley Wealth Management","$80","05-11-2011"
"Nancy E. Anderson","U.S. Trust Bank of America Private Wealth Management","U.S. Bancorp Investments","$350","05-10-2011"
"Brian P. Amidei, Joseph G. Romano III, Brett C. D'Orlando","Hightower Advisors","Bank of America Merrill Lynch","$375","05-09-2011"
"Warren "Bud" Wilson, John Kwiatkowski, Valerie D'Addona","Raymond James","Morgan Stanley Wealth Management","$415","05-06-2011"
"Mike Piershale","Triad Advisors","Raymond James","$150","05-06-2011"
"Glenn Samson, Michael Khaw","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$146","05-05-2011"
"David Marshall, Gavin Amato","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$400","05-04-2011"
"David Runstrom, Eric Noyes","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$332","05-03-2011"
"Michael Paesano, Jeffrey Cadan, Richard Perkins, Matthew Hayford","Morgan Stanley Wealth Management","UBS Financial Services","$0","05-03-2011"
"Nicholas Anthony, Robert Gottdener","Bank of America Merrill Lynch","Deutsche Bank","$109","04-29-2011"
"Wayne Achey","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$130","04-29-2011"
"John Nicolosi, Carl Nicolosi","Summit Brokerage Services","Commonwealth Financial Network","$100","04-29-2011"
"Dean Spada, Kimberly Saxton","Investacorp","New Alliance Investments","$100","04-27-2011"
"Henry Wagner","UBS Financial Services","Sterne Agee & Leach","$224","04-27-2011"
"Brad Benter, Ken Abady, Steve DeMatteo","UBS Financial Services","Morgan Stanley Wealth Management","$0","04-26-2011"
"Henry Livingston, Ryan McClelland","J.W. Cole Financial","Securities America","$50","04-20-2011"
"Martin Gelb, Sonya Gelb Choeff","Raymond James","Morgan Stanley Wealth Management","$250","04-18-2011"
"Robert Millstone","Aegis Capital","Bishop Rosen","$100","04-15-2011"
"Alison Janke","Summit Brokerage Services","Wells Fargo Advisors","$85","04-15-2011"
"Michael Russell, Sean Russell, Philip Giammarino","UBS Financial Services","Wells Fargo Advisors","$277","04-14-2011"
"Mauro Guerra","Investacorp","Securities Service Network","$50","04-12-2011"
"Paul Hynes","PlanMember Securities","SII Investments","$100","04-12-2011"
"Daniel Freedman","Aegis Capital","Bishop Rosen","$60","04-11-2011"
"Bill Brooks","Capital Guardian Wealth Management","Morgan Stanley Wealth Management","$70","04-07-2011"
"John Sullivan, Scott Sorenson","UBS Financial Services","Jefferies Group","$150","04-06-2011"
"Michael Monatlik, Leor Tzour","UBS Financial Services","Bank of America Merrill Lynch","$183","04-05-2011"
"Mike Jacobs, Eric Inman","Capital Guardian Wealth Management","SecureVest","$0","04-01-2011"
"Jack Clauson, Sheldon Freisinger","Oppenheimer","Morgan Stanley Wealth Management","$50","04-01-2011"
"David Folino","Summit Brokerage Services","First Global Capital","$124","04-01-2011"
"Dan Rebmann","UBS Financial Services","Bank of America Merrill Lynch","$0","03-31-2011"
"David Lucas","Raymond James","A.G. Edwards & Sons","$100","03-30-2011"
"E. Lee Pinney Jr.","Washington Wealth Management","Scott & Stringfellow","$0","03-28-2011"
"Don Sharko","LaSalle St. Securities","RBC Wealth Management","$52","03-25-2011"
"Jason Schlesinger","Robert W. Baird & Co.","Wells Fargo Advisors","$200","03-24-2011"
"The Income Solutions Group","Capital Guardian Wealth Management","Laidlaw & Co.","$0","03-23-2011"
"Dan McShea","Capital Guardian Wealth Management","Wells Fargo Advisors","$65","03-22-2011"
"Andrew Barnett, Carolyn Leith","Robert W. Baird & Co.","Multiple (see profile)","$220","03-17-2011"
"Clay Ryan, Harold Ryan, Wes Oliver","Robert W. Baird & Co.","Wells Fargo Advisors","$230","03-16-2011"
"Steven Erenfryd","UBS Financial Services","Oppenheimer","$100","03-11-2011"
"Antony Devassy","Summit Brokerage Services","QA3 Financial Services","$45","03-10-2011"
"David O'Dell, Brian O'Dell, Michael Erbeck","Summit Brokerage Services","QA3 Financial Services","$88","03-10-2011"
"Renato Reali, Paul Vigue, William Platt","UBS Financial Services","Morgan Stanley Wealth Management","$1,100","03-09-2011"
"Carolyn Edwards, Roy Seay","Raymond James","UBS Financial Services","$125","03-08-2011"
"Brent Norman, Erik Lawrence","Paulson Wealth Advisors","UBS Financial Services","$0","03-04-2011"
